"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
1153,"Shiv MADHU ",57,61,52,5,2013-11-09,"Vertical Blue 2013","International"
1154,"Dongha KIM ",57,70,43,14,2015-05-23,"S.E.A. Freediving Challenge","Korea, Republic of"
1155,"Ken KIRIYAMA ",57,77,56,1,2016-04-22,"Vertical Blue 2016","Denmark"
1156,"Carlos CORREA ",57,75,57,0,2016-05-26,"Caribbean Cup 2016","Colombia"
1157,"Kathryn Nevatt ",57,57,57,0,2008-04-01,"Vertical Blue 2008","New Zealand"
1158,"Yiorgos Mitropoulos ",57,57,57,0,2009-09-13,"AIDA Hellas Freediving Championship 2009","Greece"
1159,"Cristian Castaño Villa ",56,56,56,0,2016-09-22,"Freedive Panglao September Minicomp","Colombia"
1160,"Spartak GOLOVACHEV ",56,56,56,0,2012-10-20,"TRIPLE DEPTH 2012","Ukraine"
1161,"Stig Åvall SEVERINSEN ",56,56,56,0,2006-08-19,"Nordic Deep 2006","Denmark"
1162,"Megumi MATSUMOTO ",56,56,56,0,2008-04-01,"Vertical Blue 2008","Japan"
1163,"Ulrich WULFF ",56,56,56,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Germany"
1164,"Karla MENDEZ ",56,56,56,0,2014-11-27,"Suunto Vertical Blue","Venezuela"
1165,"Nicolas GUERRY ",56,70,41,15,2009-06-22,"2nd Mediterranean Freediving Meeting","Switzerland"
1166,"Alejandra LOPEZ ",56,56,56,0,2015-04-27,"Suunto Vertical Blue 2015","Mexico"
1167,"Martin ZAJAC ",56,56,56,0,2006-08-19,"Nordic Deep 2006","Slovakia"
1168,"Timothy MONEY ",56,56,56,0,2014-06-15,"7th AIDA Mediterranean World Cup","United Kingdom"
1169,"Archimedes GARRIDO ",56,56,56,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1170,"Archimedes GARRIDO ",56,56,56,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1171,"Archimedes GARRIDO ",56,56,56,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1172,"Martin WIKSTRÖM ",56,56,56,0,2010-08-14,"Nordic Deep 2010","Sweden"
1173,"Gary MCGRATH ",56,56,56,0,2012-06-06,"5th Mediterranean World Cup","United Kingdom"
1174,"Gary MCGRATH ",56,56,56,0,2012-06-06,"5th Mediterranean World Cup","United Kingdom"
1175,"Dino MAKSAN ",56,56,56,0,2010-09-26,"Rab Dive Off 2010","Croatia"
1176,"Florian GERAULT ",56,60,52,0,2010-09-26,"Rab Dive Off 2010","France"
1177,"Jody FISHER ",56,56,56,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Australia"
1178,"Jennifer BALFOUR ",56,56,56,0,2012-05-04,"Deja Blue 3","Canada"
1179,"Steve BENSON ",56,56,56,0,2012-05-04,"Deja Blue 3","United States"
1180,"Tomoka FUKUDA ",56,56,56,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1181,"Tomoka FUKUDA ",56,56,56,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1182,"Tomoka FUKUDA ",56,56,56,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1183,"Richard BEVAW ",56,56,56,0,2012-08-30,"Little Blue Hole Competition","United Kingdom"
1184,"Richard BEVAW ",56,61,50,6,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","United Kingdom"
1185,"Katarina LINCZENYIOVA ",56,70,41,15,2015-08-27,"Australian Depth National Championship","Slovakia"
1186,"Sofia Uribe GOMEZ ",56,56,56,0,2014-05-25,"Caribbean Cup 2014","Colombia"
1187,"louisa COLLYNS ",56,56,56,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","United Kingdom"
1188,"Lily CRESPY ",56,56,56,0,2015-09-11,"2015 AIDA Depth World Championships","France"
1189,"Ding Feng LIU ",56,56,56,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","China"
1190,"Toby MORRISON ",56,56,56,0,2015-08-27,"Australian Depth National Championship","United Kingdom"
1191,"Beata GRICKEVICH ",56,56,56,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Latvia"
1192,"Walter CHIVESCU ",56,56,56,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","Romania"
1193,"Konstantinos NADIOTIS ",56,56,56,0,2015-10-18,"AIDA CYPRUS DEPTH GAMES 2015","Cyprus"
1194,"Renee BLUNDON ",56,56,56,0,2015-11-20,"FreediveDahab Mini comp","United States"
1195,"Shiv MADHU ",56,85,55,1,2016-04-22,"Vertical Blue 2016","International"
1196,"Mitsuhiro KOJIMA ",55,55,55,0,2016-07-23,"Okinawa Freediving Cup 2016","Japan"
1197,"Tom PELED ",55,86,30,31,2016-09-23,"Free 2 be","Israel"
1198,"Tom PELED ",55,55,55,0,2016-09-23,"Free 2 be","Israel"
1199,"Naoto YOSHIKAWA ",55,55,55,0,2016-09-22,"Freedive Panglao September Minicomp","Japan"
1200,"BOY ROOZENDAAL ",55,55,55,0,2016-09-04,"BONAIRE DEEPSEA CHALLENGE","Netherlands"
1201,"Luis RAMIREZ ",55,55,55,0,2016-11-13,"Australian Depth National Freediving Championship 2016","Venezuela"
1202,"Tadahiro KOBAYASHI ",55,55,55,0,2016-04-30,"Freedive Panglao Depth Challenge","Japan"
1203,"Jonas KRAY ",55,55,55,0,2016-05-25,"Freedive Panglao May Minicompetition","Germany"
1204,"mandy SUMNER ",55,55,55,0,2016-06-04,"Nirvana Oceanquest Competition","United States"
1205,"Mark Jory ",55,55,55,0,2016-03-18,"Fluid Freediving New Zealand Depth Nations 2016","New Zealand"
1206,"Frank Pernett ",55,55,55,0,2016-06-04,"Nirvana Oceanquest Competition","Colombia"
1207,"Vit MATOUSEK ",55,55,55,0,2012-10-20,"TRIPLE DEPTH 2012","Czech Republic"
1208,"Mikael ASP ",55,55,55,0,2006-08-19,"Nordic Deep 2006","Sweden"
1209,"Mikael ASP ",55,60,49,6,2009-06-22,"2nd Mediterranean Freediving Meeting","Sweden"
1210,"Jessica WILSON ",55,55,54,1,2008-04-21,"Liquification 2008","United States"
1211,"Peter COLAT ",55,63,46,9,2010-08-21,"Swiss Depth Championship 2010","Switzerland"
1212,"Nanja VAN DEN BROEK ",55,67,42,13,2012-01-16,"FREEDIVEDAHAB January MINICOMP","Netherlands"
1213,"Antony JUDGE ",55,55,55,0,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","Australia"
1214,"Henning LARSEN ",55,55,55,0,2006-08-19,"Nordic Deep 2006","Denmark"
1215,"Ulrich WULFF ",55,55,55,0,2006-06-04,"Triple Depth 2006","Germany"
1216,"Ulrich WULFF ",55,61,48,7,2015-09-11,"2015 AIDA Depth World Championships","Germany"
1217,"Aurore ASSO ",55,55,55,0,2013-07-06,"Nice Abyss contest 2013","France"
1218,"Aurore ASSO ",55,55,55,0,2013-07-06,"Nice Abyss contest 2013","France"
1219,"Christian MALDAMÉ ",55,61,48,7,2006-09-02,"Swiss Championship 2006 with guests","France"
1220,"Ashod PAPAZIAN ",55,55,55,0,2011-06-23,"Triple Depth 2011","Egypt"
1221,"Junko KITAHAMA ",55,60,49,6,2011-04-17,"Vertical Blue 2011","Japan"
1222,"Nicolas GUERRY ",55,60,49,6,2006-09-02,"Swiss Championship 2006 with guests","Switzerland"
1223,"Ricardo DA GAMA BAHIA ",55,55,55,0,2007-09-15,"1st Blue Lake Invitational 2007","Brazil"
1224,"Shun OSHIMA ",55,55,55,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
1225,"Luka PENGOV ",55,55,55,0,2008-07-12,"AIDA Freediving RAB OFF","Slovenia"
1226,"Bettina WOLFER ",55,60,49,6,2009-09-06,"Triple Depth 2009","Switzerland"
1227,"Sofus KREUTZMANN ",55,55,55,0,2009-06-22,"2nd Mediterranean Freediving Meeting","Denmark"
1228,"Liv PHILIP ",55,55,55,0,2009-09-06,"Triple Depth 2009","United Kingdom"
1229,"Liv PHILIP ",55,55,55,0,2012-06-06,"5th Mediterranean World Cup","United Kingdom"
1230,"Luis TURRENT ",55,55,55,0,2005-10-14,"Entre Dos Mares 2005","Mexico"
1231,"Linda PAGANELLI ",55,55,55,0,2011-07-16,"Danish mini competition 2011","Italy"
1232,"Matej MIHAILOVSKI ",55,55,55,0,2008-07-12,"AIDA Freediving RAB OFF","Slovenia"
1233,"Per WESTIN ",55,55,55,0,2007-08-14,"Nordic Deep with Six Competitions in One","Sweden"
1234,"Carolina SCHRAPPE ",55,55,55,0,2014-05-11,"Deja Blue V","Brazil"
1235,"Carolina SCHRAPPE ",55,55,55,0,2015-05-11,"Deja Blue VI","Brazil"
1236,"Benjamin NOBLE ",55,55,55,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Australia"
1237,"Aristides IOANNIDIS ",55,62,47,8,2009-09-13,"AIDA Hellas Freediving Championship 2009","Greece"
1238,"Aristides IOANNIDIS ",55,55,55,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Greece"
1239,"Daan VERHOEVEN ",55,55,55,0,2010-09-26,"Triple Depth 2010","Netherlands"
1240,"Craig GENTRY ",55,55,55,0,2008-08-24,"Prechallenge 2008","United States"
1241,"Kostas KALAMARAS ",55,55,55,0,2011-09-11,"AIDA Hellas Summer Apnea Games 2011","Greece"
1242,"Ilka MICHAELIS ",55,55,55,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Germany"
1243,"David SIMS ",55,55,55,0,2009-07-30,"Freedive Paradise 2009","United States"
1244,"Charles BEDDOE ",55,65,44,11,2008-04-21,"Liquification 2008","Canada"
1245,"Sara CAMPBELL ",55,55,55,0,2011-04-28,"Freedive Dahab Mini Comp 2011","United Kingdom"
1246,"David TRANFIELD ",55,55,55,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","United Kingdom"
1247,"Tetsuya YOKOYAMA ",55,55,55,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
1248,"Martin WIKSTRÖM ",55,55,55,0,2008-06-10,"Triple Depth 2008","Sweden"
1249,"Jana STRAIN ",55,55,55,0,2009-04-03,"Vertical Blue 2009","Canada"
1250,"Ben WEISS ",55,60,49,6,2009-05-27,"PFI Cayman 2009","United States"
1251,"Ted HARTY ",55,55,55,0,2014-05-11,"Deja Blue V","United States"
1252,"Markus HELM ",55,55,55,0,2013-07-27,"SUUNTO Cool Down 2013","Austria"
1253,"Pavel SELIMYAN ",55,55,55,0,2013-06-23,"FREEDIVE DAHAB / BLUE IMMERSION June minicomp","Russian Federation"
1254,"Ralf WISSEL ",55,55,55,0,2012-10-20,"TRIPLE DEPTH 2012","Germany"
1255,"Gregory BOREL ",55,55,55,0,2010-06-14,"3rd Mediterranean Freediving Meeting","France"
1256,"Estrella NAVARO ",55,55,55,0,2014-11-27,"Suunto Vertical Blue","Mexico"
1257,"Ashley CHAPMAN ",55,55,55,0,2010-05-11,"PFI Deja Blue 2010","United States"
1258,"Tomaz JEREB ",55,55,55,0,2010-09-26,"Rab Dive Off 2010","Slovenia"
1259,"Kate MIDDLETON ",55,55,55,0,2014-08-25,"2014 AIDA EuroCup","New Zealand"
1260,"Beatrice BOZON ",55,55,55,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","France"
1261,"Beatrice BOZON ",55,55,55,0,2014-06-12,"Nice Abyss Contest 2014","France"
1262,"Piero GIOBBI ",55,60,49,6,2014-08-08,"Swedish championship in depth","Sweden"
1263,"Simon BENNETT ",55,55,55,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
1264,"Simon BENNETT ",55,55,55,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
1265,"Simon BENNETT ",55,55,55,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
1266,"Carsten CHRISTIANSEN ",55,55,55,0,2011-07-16,"Danish mini competition 2011","Denmark"
1267,"Marc LENOIR ",55,55,55,0,2014-10-14,"Triple Depth","France"
1268,"Elisabeth HUMMEL ",55,55,55,0,2015-08-15,"Swiss Championship 2015 Lake of Zurich","Germany"
1269,"Miura SAYO ",55,55,55,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Japan"
1270,"Christian JUNGE ",55,55,55,0,2011-11-11,"Freedive Paradise","United States"
1271,"Tatiana ZEMSKIKH ",55,55,55,0,2015-05-13,"Russian National Open","Russian Federation"
1272,"Boris MILOSIC ",55,55,55,0,2014-07-05,"NAUTICA Cool Down 2014","Croatia"
1273,"Jennifer WENDLAND ",55,55,55,0,2015-09-05,"2015 AIDA Depth World Championships Pre competition","Germany"
1274,"Rolf WIBERG ",55,55,55,0,2012-06-24,"FREEDIVE DAHAB June minicomp","Sweden"
1275,"Ireneusz WOJACZEK ",55,55,55,0,2014-08-02,"IX Indywidualne Mistrzostwa Polski","Poland"
1276,"Stephen KEENAN ",55,55,55,0,2013-04-22,"Blue Hole Festival Competition","Ireland"
1277,"Michael BATES ",55,55,55,0,2015-08-27,"Australian Depth National Championship","Australia"
1278,"Yuri KRAINOV ",55,55,55,0,2013-11-09,"Vertical Blue 2013","United States"
1279,"Yuri KRAINOV ",55,55,55,0,2014-05-25,"Caribbean Cup 2014","United States"
1280,"Carlos CORREA ",55,55,55,0,2013-05-20,"Caribbean Cup 2013","Colombia"
1281,"Sofia Uribe GOMEZ ",55,55,55,0,2013-05-20,"Caribbean Cup 2013","Colombia"
1282,"RICARDO PARIS ",55,55,55,0,2013-10-05,"Deja Blue IV","United States"
1283,"Jenna APOKOTOS ",55,55,55,0,2015-05-13,"Russian National Open","Greece"
1284,"mandy SUMNER ",55,55,55,0,2015-05-23,"Caribbean Cup 2015","United States"
1285,"Jorge PALACIO ",55,55,55,0,2014-05-25,"Caribbean Cup 2014","Colombia"
1286,"Kristof COENEN ",55,55,55,0,2014-11-27,"Little Blue Hole Competition","Belgium"
1287,"Helena BOURDILLON ",55,55,55,0,2015-06-24,"Spontaneous Blue Hole Competition","United Kingdom"
1288,"Vincent SPARREBOOM ",55,55,55,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Netherlands"
1289,"Andrew MIRAMONTES ",55,55,55,0,2015-05-11,"Deja Blue VI","United States"
1290,"David VELASQUEZ ",55,55,55,0,2015-06-06,"NIRVANA OCEANQUEST","Colombia"
1291,"Jerome HULIN ",55,55,55,0,2015-06-10,"8th Mediterranean World Cup","France"
1292,"Cesar BETTENCOURT ",55,55,55,0,2014-06-15,"7th AIDA Mediterranean World Cup","Portugal"
1293,"Myeong guk LEE ",55,55,55,0,2014-10-14,"Triple Depth","Korea, Republic of"
1294,"Mark Jory ",55,55,55,0,2016-03-18,"Fluid Freediving New Zealand Depth Nations 2016","New Zealand"
1295,"ASHLEIGH BAIRD ",55,55,55,0,2016-04-22,"Vertical Blue 2016","United States"
1296,"Jonas KRAY ",55,55,55,0,2016-05-25,"Freedive Panglao May Minicompetition","Germany"
1297,"Shuichi  Goto ",55,55,55,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Japan"
1298,"Reiko ASAKURA ",54,54,54,0,2016-07-23,"Okinawa Freediving Cup 2016","Japan"
1299,"Helena Beninger ",54,54,54,0,2016-11-02,"Blue Element 2016","Austria"
1300,"Alejandro  Lemus ",54,92,15,38,2016-05-26,"Caribbean Cup 2016","Mexico"
1301,"Passante Adel ",54,54,54,0,2016-11-03,"Red C cup","Egypt"
1302,"Peter WEINMANN ",54,55,52,2,2007-09-08,"Swiss Championship with guests","Switzerland"
1303,"Megumi MATSUMOTO ",54,54,54,0,2007-10-21,"Triple Depth","Japan"
1304,"Junko KITAHAMA ",54,60,47,7,2011-04-17,"Vertical Blue 2011","Japan"
1305,"Junko KITAHAMA ",54,54,54,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Japan"
1306,"Iru BALIC ",54,54,54,0,2013-05-20,"Caribbean Cup 2013","Venezuela"
1307,"Dimitris KOUMOULOS ",54,54,54,0,2012-09-29,"AIDA Hellas, SUMMER APNEA GAMES 2012","Greece"
1308,"Olga SURYKOVA ",54,58,49,5,2011-09-15,"AIDA Individual Depth World Championship 2011","Russian Federation"
1309,"Annelie POMPE ",54,72,35,19,2012-10-20,"TRIPLE DEPTH 2012","Sweden"
1310,"Liv PHILIP ",54,54,54,0,2008-06-10,"Triple Depth 2008","United Kingdom"
1311,"Liv PHILIP ",54,54,54,0,2010-06-14,"3rd Mediterranean Freediving Meeting","United Kingdom"
1312,"Liv PHILIP ",54,57,50,4,2012-08-20,"AIDA Red Sea World Cup","United Kingdom"
1313,"Alexandros CHADIARIS ",54,54,54,0,2013-09-07,"AIDA Hellas SUMMER APNEA GAMES 2013","Greece"
1314,"Vladimir ROMANOV ",54,54,54,0,2013-04-25,"Russian National Open","Russian Federation"
1315,"Wendy TIMMERMANS ",54,54,54,0,2009-05-30,"Freedive Dahab Mini Comp 2009","Netherlands"
1316,"David TRANFIELD ",54,54,54,0,2012-06-06,"5th Mediterranean World Cup","United Kingdom"
1317,"David TRANFIELD ",54,54,54,0,2012-06-06,"5th Mediterranean World Cup","United Kingdom"
1318,"Kate MIDDLETON ",54,60,47,7,2013-09-09,"2013 Kalamata Open","New Zealand"
1319,"Beatrice BOZON ",54,54,54,0,2013-07-06,"Nice Abyss contest 2013","France"
1320,"Beatrice BOZON ",54,54,54,0,2013-07-06,"Nice Abyss contest 2013","France"
1321,"Simon BENNETT ",54,76,31,23,2015-06-06,"NIRVANA OCEANQUEST","Chile"
1322,"Marc LENOIR ",54,54,54,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","France"
1323,"Kerry HOLLOWELL ",54,60,47,7,2015-11-01,"Big Blue","United States"
1324,"CLAIRE PARIS ",54,54,54,0,2015-05-11,"Deja Blue VI","United States"
1325,"Paul ROLLIER ",54,54,54,0,2014-06-12,"Nice Abyss Contest 2014","Ireland"
1326,"Alexandru RUSSU ",54,54,54,0,2015-08-08,"Depth NR attepmts","Romania"
1327,"Monika ZAWISTOWSKA ",54,54,54,0,2015-08-23,"2015 AIDA EuroCup","Poland"
1328,"Vadim KUZMIN ",54,54,54,0,2016-05-18,"Russian Open National Championship","Russian Federation"
1329,"Vadim KUZMIN ",54,54,54,0,2016-05-18,"Russian Open National Championship","Russian Federation"
1330,"Camilla Salling Olsen ",54,54,54,0,2013-08-07,"Nordic Championship 2013","Denmark"
1331,"Camilla Salling Olsen ",54,61,46,8,2014-08-27,"2014 Danish hampionships","Denmark"
1332,"Alejandro  Lemus ",54,92,54,0,2016-05-26,"Caribbean Cup 2016","Mexico"
1333,"Alejandro  Lemus ",54,92,54,0,2016-05-26,"Caribbean Cup 2016","Mexico"
1334,"Christophe LERAY ",53,57,48,0,2016-06-04,"Nirvana Oceanquest Competition","France"
1335,"Clinton Laurence ",53,53,53,0,2016-09-22,"Freedive Panglao September Minicomp","Australia"
1336,"Gaspare BATTAGLIA ",53,53,53,0,2011-07-10,"Swiss Championship lake","Italy"
1337,"Peter COLAT ",53,53,53,0,2015-08-15,"Swiss Championship 2015 Lake of Zurich","Switzerland"
1338,"Karoline Meyer MARIECHEN MEYER ",53,53,53,0,2006-09-09,"1st National Deep Apnea","Brazil"
1339,"Megumi MATSUMOTO ",53,53,53,0,2005-05-27,"The Kona Freedive Invitational","Japan"
1340,"Megumi MATSUMOTO ",53,0,53,0,2006-11-11,"Kona Regional Event 2006","Japan"
1341,"Henning LARSEN ",53,58,47,6,2013-08-07,"Nordic Championship 2013","Denmark"
1342,"Karla MENDEZ ",53,53,53,0,2014-11-27,"Suunto Vertical Blue","Venezuela"
1343,"Andrea RICHICHI ",53,53,53,0,2010-02-11,"Andaman AIDA Freediving Challenge 2010","Italy"
1344,"Kousuke OKAMOTO ",53,53,53,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1345,"Kousuke OKAMOTO ",53,53,53,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1346,"Kousuke OKAMOTO ",53,53,53,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
1347,"Kousuke OKAMOTO ",53,53,53,0,2013-11-09,"Vertical Blue 2013","Japan"
1348,"Bettina WOLFER ",53,53,53,0,2009-05-30,"Freedive Dahab Mini Comp 2009","Switzerland"
1349,"Hisashi FUKUI ",53,53,53,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
1350,"Timothy MONEY ",53,53,53,0,2014-06-15,"7th AIDA Mediterranean World Cup","United Kingdom"
1351,"Alexandros CHADIARIS ",53,53,53,0,2010-09-26,"Hellenic Freediving Championships 2010","Greece"
1352,"Anna VON BOETTICHER ",53,53,53,0,2008-06-10,"Triple Depth 2008","Germany"
1353,"Anna VON BOETTICHER ",53,58,47,6,2010-06-14,"3rd Mediterranean Freediving Meeting","Germany"
1354,"Irina Veverka ",53,53,53,0,2011-09-15,"AIDA Individual Depth World Championship 2011","(""(Karina)"", ""(Russian Federation)"""
1355,"Jana OUJEZDSKA ",53,54,51,2,2011-09-15,"AIDA Individual Depth World Championship 2011","Czech Republic"
1356,"Božidar PETANI ",53,53,53,0,2008-07-12,"AIDA Freediving RAB OFF","Croatia"
1357,"Rany NASHED ",53,53,53,0,2008-08-24,"Prechallenge 2008","Egypt"
1358,"Ben WEISS ",53,53,53,0,2009-05-27,"PFI Cayman 2009","United States"
1359,"Arkadiusz SKOBEL ",53,53,53,0,2012-07-26,"Polish Freediving Championships","Poland"
1360,"Karin GEBAUER ",53,53,53,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Austria"
1361,"Jens STOETZNER ",53,70,35,18,2015-09-05,"2015 AIDA Depth World Championships Pre competition","Germany"
1362,"ASHLEIGH BAIRD ",53,53,53,0,2015-05-23,"Caribbean Cup 2015","United States"
1363,"Valery TSYKUNENKA ",53,53,53,0,2015-06-12,"Spontaneous Blue Hole Competition","Belarus"
1364,"Bobby TWITCHELL ",53,53,53,0,2015-08-21,"Freedive Paradise 2015","United States"
1365,"Mario ALBUQUERQUE ",53,53,53,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Portugal"
1366,"sophia VAN COLLER ",53,53,53,0,2013-06-23,"FREEDIVE DAHAB / BLUE IMMERSION June minicomp","South Africa"
1367,"Alexandru RUSSU ",53,53,53,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Romania"
1368,"Mohd Azam ABDUL HAMID ",53,53,53,0,2014-06-22,"Just One Breath","Malaysia"
1369,"Ken KIRIYAMA ",53,70,52,1,2016-04-22,"Vertical Blue 2016","Denmark"
1370,"Sachiko Fukumoto ",53,53,53,0,2016-04-22,"Vertical Blue 2016","Japan"
1371,"ASHLEIGH BAIRD ",53,56,52,1,2016-04-22,"Vertical Blue 2016","United States"
1372,"Camilla Salling Olsen ",53,53,53,0,2012-08-09,"Danish Depth Championship 2012","Denmark"
1373,"Rosibel MOLINA ",52,52,52,0,2016-11-02,"Blue Element 2016","Cuba"
1374,"Helena Beninger ",52,60,43,9,2016-11-02,"Blue Element 2016","Austria"
1375,"Erki Enkvist ",52,52,52,0,2016-10-02,"Infinity Depth Games II","Estonia"
1376,"Frank Pernett ",52,52,52,0,2016-06-04,"Nirvana Oceanquest Competition","Colombia"
1377,"Megumi MATSUMOTO ",52,52,52,0,2009-04-03,"Vertical Blue 2009","Japan"
1378,"Guillaume NÉRY ",52,52,52,0,2009-03-07,"Oslo ICE Challenge","France"
1379,"Robert CETLER ",52,0,52,0,2010-08-01,"VII Polish Freediving Championship 2010","Poland"
1380,"Robert CETLER ",52,52,52,0,2012-07-26,"Polish Freediving Championships","Poland"
1381,"Christian MALDAMÉ ",52,52,52,0,2009-03-07,"Oslo ICE Challenge","France"
1382,"Ashod PAPAZIAN ",52,52,52,0,2008-06-10,"Triple Depth 2008","Egypt"
1383,"Kousuke OKAMOTO ",52,60,43,9,2013-11-09,"Vertical Blue 2013","Japan"
1384,"Junko KITAHAMA ",52,60,43,9,2011-04-17,"Vertical Blue 2011","Japan"
1385,"Anders Nerpin ",52,52,52,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Sweden"
1386,"Iru BALIC ",52,52,52,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
1387,"Iru BALIC ",52,52,52,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
1388,"Iru BALIC ",52,52,52,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
1389,"Iru BALIC ",52,52,52,0,2014-05-25,"Caribbean Cup 2014","Venezuela"
1390,"Alejandra LOPEZ ",52,52,52,0,2015-04-27,"Suunto Vertical Blue 2015","Mexico"
1391,"Annelie POMPE ",52,60,43,9,2015-04-27,"Suunto Vertical Blue 2015","Sweden"
1392,"Liv PHILIP ",52,52,52,0,2014-08-25,"2014 AIDA EuroCup","United Kingdom"
1393,"Per WESTIN ",52,69,34,18,2006-08-19,"Nordic Deep 2006","Sweden"
1394,"Benjamin NOBLE ",52,52,52,0,2013-03-22,"AIDA NZ Depth Nationals","Australia"
1395,"Aristides IOANNIDIS ",52,52,52,0,2014-09-27,"Summer Apnea Games 2014","Greece"
1396,"Timothy MONEY ",52,52,52,0,2013-09-07,"AIDA Hellas SUMMER APNEA GAMES 2013","United Kingdom"
1397,"Timothy MONEY ",52,52,52,0,2014-10-22,"1st Infinity Depth Games 2014","United Kingdom"
1398,"Archimedes GARRIDO ",52,52,52,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1399,"Archimedes GARRIDO ",52,52,52,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1400,"Archimedes GARRIDO ",52,52,52,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
1401,"Anna VON BOETTICHER ",52,58,45,7,2010-06-14,"3rd Mediterranean Freediving Meeting","Germany"
1402,"Wendy TIMMERMANS ",52,52,52,0,2007-10-21,"Triple Depth","Netherlands"
1403,"Ben GUYAT ",52,52,52,0,2007-10-21,"Triple Depth","United Kingdom"
1404,"Andrea ZUCCARI ",52,52,52,0,2008-06-10,"Triple Depth 2008","Switzerland"
1405,"Seamus MURRAY ",52,52,52,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Australia"
1406,"Cristina KÜMMEL ",52,53,50,2,2011-09-15,"AIDA Individual Depth World Championship 2011","Denmark"
1407,"Adrian HAMILTON ",52,52,52,0,2010-05-21,"Freedive Dahab Mini Comp 2010","United Kingdom"
